metricType,values,author.id,author.name
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 22, 'percentage': 100.0}]",7102039580,"Board, Philip G."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 7, 'percentage': 100.0}]",6507760934,"Atmosukarto, Ines I.C."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 1, 'percentage': 9.090909}, {'collabType': 'No academic-corporate collaboration', 'value': 10, 'percentage': 90.909096}]",7005456988,"Quinn, Leonie M."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 8, 'percentage': 100.0}]",6701852688,"Fulcher, David A."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 1, 'percentage': 12.5}, {'collabType': 'No academic-corporate collaboration', 'value': 7, 'percentage': 87.5}]",14324296100,"Connelly, William M."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 5, 'percentage': 100.0}]",57190222373,"Das, Shannon J."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 35, 'percentage': 100.0}]",7403191361,"Cook, Matthew C."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 38, 'percentage': 100.0}]",57214757307,"Man, Si Ming"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 4, 'percentage': 36.363636}, {'collabType': 'No academic-corporate collaboration', 'value': 7, 'percentage': 63.636364}]",57217578114,"Mann, Graham J."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 1, 'percentage': 100.0}]",57207489705,"McKenzie, Nicholas J."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 1, 'percentage': 25.0}, {'collabType': 'No academic-corporate collaboration', 'value': 3, 'percentage': 75.0}]",56610009800,"Aye, Racheal"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 1, 'percentage': 100.0}]",8765527300,"Urwin, Debra L."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 1, 'percentage': 100.0}]",7005737917,"Redman, Stephen John"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 8, 'percentage': 100.0}]",55762411500,"Tang, Matthew F."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 3, 'percentage': 100.0}]",57204619584,"Woodhouse, Rachel M."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 10, 'percentage': 25.0}, {'collabType': 'No academic-corporate collaboration', 'value': 30, 'percentage': 75.0}]",8584291800,"Polizzotto, Mark N."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 14, 'percentage': 100.0}]",55948280800,"Xue, Yansong"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 1, 'percentage': 1.923077}, {'collabType': 'No academic-corporate collaboration', 'value': 51, 'percentage': 98.07692}]",7404666250,"Yu, Di"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 5, 'percentage': 100.0}]",56345822100,"Closa, Adrià"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 6, 'percentage': 100.0}]",55935155900,"Murthy, Ambika Mosale Venkatesh"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 6, 'percentage': 100.0}]",57211317427,"Gowripalan, Anjali"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 1, 'percentage': 7.1428576}, {'collabType': 'No academic-corporate collaboration', 'value': 13, 'percentage': 92.85714}]",7006034871,"Lamb, Trevor D."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 11, 'percentage': 100.0}]",55413116800,"Sundararaj, Srinivasan"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 8, 'percentage': 100.0}]",56819840600,"Croft, Sarah N."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 4, 'percentage': 11.428572}, {'collabType': 'No academic-corporate collaboration', 'value': 31, 'percentage': 88.57143}]",7006328373,"Hannan, Ross D."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 2, 'percentage': 40.0}, {'collabType': 'No academic-corporate collaboration', 'value': 3, 'percentage': 60.000004}]",57199948926,"Ferreira, Rita"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 1, 'percentage': 12.5}, {'collabType': 'No academic-corporate collaboration', 'value': 7, 'percentage': 87.5}]",7402051682,"Fischer, Tamás"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 2, 'percentage': 2.3255813}, {'collabType': 'No academic-corporate collaboration', 'value': 84, 'percentage': 97.674416}]",7005444298,"Gardiner, Elizabeth E."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 11, 'percentage': 100.0}]",36853892600,"Wen, Jiayu"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 9, 'percentage': 100.0}]",7402232574,"Wagner, Susan"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 5, 'percentage': 100.0}]",57191177830,"Huebner, Sharon"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 6, 'percentage': 100.0}]",56286385100,"Broersen, Robin"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 3, 'percentage': 12.5}, {'collabType': 'No academic-corporate collaboration', 'value': 21, 'percentage': 87.5}]",6701806258,"Hannan, Katherine M."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 13, 'percentage': 100.0}]",57214665866,"Lim, Yeanjin"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 3, 'percentage': 100.0}]",6504566924,"Farlow, Ashley R."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 1, 'percentage': 20.0}, {'collabType': 'No academic-corporate collaboration', 'value': 4, 'percentage': 80.0}]",16039244600,"Hayashi, Rippei"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 2, 'percentage': 6.8965516}, {'collabType': 'No academic-corporate collaboration', 'value': 27, 'percentage': 93.10345}]",57208450526,"Thompson, Barry James L."
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 2, 'percentage': 100.0}]",26644276900,"Ragan, Chikako"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 19, 'percentage': 100.0}]",7005882533,"Dulhunty, Angela Fay"
AcademicCorporateCollaboration,"[{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 6, 'percentage': 100.0}]",18041779300,"Evers, Maurits"
